title,author,pages,SalesRank,ASIN,tags,year
Symphony of Secrets,Brendan Slocumb,448,569578,0593315448,rather long;historical fiction;mysteries & thrillers;for music lovers;identity & culture;book club ideas;realistic fiction,2023
Tacos Today: El Toro & Friends,"Raúl the Third, colors by Elaine Bay",56,373026,0358539374,comics & graphic novels;kids’ books;cookbooks & food;funny stuff,2023
Take What You Need,Idra Novey,256,1244443,0593652851,realistic fiction;family matters;for art lovers;seriously great writing;the states we’re in,2023
Temple Folk,Aaliyah Bilal,256,991813,1982191813,"realistic fiction;short stories, essays & poetry;staff picks;book club ideas;family matters;identity & culture;seriously great writing;the states we’re in",2023
Tenderheart: A Cookbook About Vegetables and Unbreakable Family Bonds,Hetty Lui McKinnon,528,20814,0593534867,cookbooks & food;rather long,2023
That Flag,"Tameka Fryer Brown, illustrated by Nikkolas Smith",,,,kids’ books;eye-opening reads;family matters;identity & culture;the states we’re in,2023
The Adventures of Amina al-Sirafi: A new fantasy series set a thousand years before The City of Brass,Shannon Chakraborty,496,29090,0062963503,"rather long;sci fi, fantasy & speculative fiction;staff picks;book club ideas;tales from around the world",2023
The Beast You Are: Stories,Paul Tremblay,368,942167,0063069962,"sci fi, fantasy & speculative fiction;short stories, essays & poetry;seriously great writing;the dark side",2023
The Bee Sting,Paul Murray,656,25803,0374600309,realistic fiction;family matters;seriously great writing;the dark side;tales from around the world;rather long,2023
The Blue House: Collected Works of Tomas Tranströmer,"Tomas Tranströmer, translated by Patty Crane",536,246575,1556596855,"short stories, essays & poetry;eye-opening reads;seriously great writing;tales from around the world",2023
The Book of Sichuan Chili Crisp: Spicy Recipes and Stories from Fly By Jing's Kitchen,Jing Gao,256,200146,1984862170,cookbooks & food;tales from around the world,2023
The Boy From Kyiv: Alexei Ratmansky's Life in Ballet,Marina Harss,496,1054049,0374102619,nonfiction;biography & memoir;seriously great writing;no biz like show biz;tales from around the world;rather long,2023
The Centre,Ayesha Manazir Siddiqi,288,462030,1638930546,"sci fi, fantasy & speculative fiction;mysteries & thrillers;staff picks;the dark side;tales from around the world",2023
The Collected Regrets of Clover,Mikki Brammer,320,112239,1250284392,realistic fiction;love & romance;staff picks;book club ideas;eye-opening reads;family matters,2023
"The Cookie That Changed My Life: And More Than 100 Other Classic Cakes, Cookies, Muffins, and Pies That Will Change Yours: A Cookbook",Nancy Silverton with Carolynn Carreño,512,37620,0593321669,cookbooks & food;rather long,2023
The Country of the Blind: A Memoir at the End of Sight,Andrew Leland,368,203053,1984881426,nonfiction;biography & memoir;book club ideas;science!;identity & culture,2023
The Covenant of Water,Abraham Verghese,736,2747,0802162177,rather long;historical fiction;staff picks;book club ideas;seriously great writing;tales from around the world;family matters,2023
The Cuban Heiress,Chanel Cleeton,304,65607,059344048X,historical fiction;love & romance;mysteries & thrillers;book club ideas;tales from around the world,2023
The Dos and Donuts of Love,Adiba Jaigirdar,336,1476153,1250842115,cookbooks & food;love & romance;young adult;funny stuff;identity & culture,2023
The Enchanters,James Ellroy,448,445786,0593320441,rather long;historical fiction;mysteries & thrillers;no biz like show biz;the dark side,2023
The End of Drum-Time,Hanna Pylväinen,368,284392,1250822904,historical fiction;mysteries & thrillers;book club ideas;family matters;identity & culture;seriously great writing;tales from around the world;love & romance,2023
The End of the World Is a Cul de Sac,Louise Kennedy,304,6101286,1526623277,"realistic fiction;short stories, essays & poetry;family matters;identity & culture;let’s talk about sex;seriously great writing;tales from around the world",2023
The Eyes and the Impossible,"Dave Eggers, illustrated by Shawn Harris",256,1555,1524764205,kids’ books;for art lovers;seriously great writing,2023
The Five Sorrowful Mysteries of Andy Africa,Stephen Buoro,336,1728592,1635577772,realistic fiction;staff picks;book club ideas;family matters;tales from around the world,2023
The Fraud,Zadie Smith,464,93117,0525558969,rather long;historical fiction;book club ideas;identity & culture;seriously great writing;tales from around the world;realistic fiction,2023
The Frozen River,Ariel Lawhon,448,2877,0385546874,historical fiction;realistic fiction;mysteries & thrillers;book club ideas;for history lovers;staff picks;rather long,2023
"The Ghost at the Feast: America and the Collapse of World Order, 1900-1941",Robert Kagan,688,683413,0307262944,nonfiction;staff picks;for history lovers;tales from around the world;rather long,2023
The Girl Before Her,"Line Papin, translated by Adriana Hunter and Ly Lan Dill",156,2290506,1885030835,biography & memoir;family matters;identity & culture;tales from around the world;rather short;nonfiction,2023
"The Global Pantry Cookbook: Transform Your Everyday Cooking with Tahini, Gochujang, Miso, and Other Irresistible Ingredients",Scott Mowbray and Ann Taylor Pittman,320,359515,1523516852,cookbooks & food;staff picks;for history lovers;tales from around the world,2023
The God of Endings,Jacqueline Holland,480,670423,1250856760,"rather long;sci fi, fantasy & speculative fiction;for art lovers;the dark side",2023
The God of Good Looks,Breanne Mc Ivor,,,,realistic fiction;love & romance;identity & culture;staff picks;tales from around the world,2023
The Golden Spoon,Jessa Maxwell,288,292034,1668008009,mysteries & thrillers;staff picks;no biz like show biz;funny stuff;cookbooks & food,2023
The Great Displacement: Climate Change and the Next American Migration,Jake Bittle,368,413944,1982178256,nonfiction;eye-opening reads;science!;the states we’re in,2023
The Great Escape: A True Story of Forced Labor and Immigrant Dreams in America,Saket Soni,368,511904,1643750089,nonfiction;staff picks;book club ideas;eye-opening reads;the states we’re in;identity & culture,2023
The Great White Bard: How to Love Shakespeare While Talking About Race,Farah Karim-Cooper,336,679085,0593489373,nonfiction;eye-opening reads;identity & culture;no biz like show biz;staff picks;for history lovers,2023
The Guest,Emma Cline,304,48471,0812998626,realistic fiction;staff picks;book club ideas;seriously great writing;let’s talk about sex,2023
The Guest Lecture,Martin Riker,256,332953,0802160417,realistic fiction;identity & culture;seriously great writing;the dark side,2023
The Half Known Life: In Search of Paradise,Pico Iyer,240,115474,059342025X,nonfiction;biography & memoir;identity & culture;seriously great writing;tales from around the world;rather short,2023
The Happy Couple,Naoise Dolan,272,1069595,0063330466,realistic fiction;love & romance;book club ideas;let’s talk about sex;tales from around the world,2023
The Heat Will Kill You First: Life and Death on a Scorched Planet,Jeff Goodell,400,106863,0316497576,nonfiction;staff picks;eye-opening reads;science!;rather long,2023
The Heaven & Earth Grocery Store,James McBride,400,1709,0593422945,historical fiction;realistic fiction;staff picks;book club ideas;funny stuff;identity & culture;seriously great writing;rather long,2023
The House Is on Fire,Rachel Beanland,384,289745,1982186143,historical fiction;no biz like show biz;the states we’re in;the dark side,2023
The House of Doors,Tan Twan Eng,320,78094,1639731938,historical fiction;book club ideas;seriously great writing;tales from around the world,2023
The House of Eve,Sadeqa Johnson,384,134887,1982197366,historical fiction;love & romance;book club ideas;family matters;identity & culture,2023
The Illiterate,"Ágota Kristóf, translated by Nina Bogin",64,410139,0811234851,nonfiction;biography & memoir;eye-opening reads;identity & culture;tales from around the world;for history lovers,2023
The King Penguin,Vanessa Roeder,40,281177,0593324412,kids’ books;funny stuff,2023
The Last Animal,Ramona Ausubel,288,862477,0593420527,realistic fiction;book club ideas;seriously great writing;family matters;science!;tales from around the world,2023
The Last Devil to Die: A Thursday Murder Club Mystery,Richard Osman,368,45615,0593299426,mysteries & thrillers;tales from around the world;realistic fiction;funny stuff,2023
The Last Tale of the Flower Bride,Roshani Chokshi,304,387174,0063206501,"sci fi, fantasy & speculative fiction;staff picks;family matters;the dark side;seriously great writing",2023
The Laughter,Sonora Jha,320,722180,0063240254,realistic fiction;book club ideas;identity & culture;seriously great writing;funny stuff,2023
The Librarianist,Patrick deWitt,352,210302,0063085127,realistic fiction;book club ideas;staff picks,2023
The Lights: Poems,Ben Lerner,128,1028483,0374279217,"short stories, essays & poetry;seriously great writing;the dark side",2023
The Lonely Hearts Book Club,Lucy Gilmore,366,91384,1728256216,realistic fiction;love & romance;staff picks;family matters;book club ideas,2023
The Magician's Daughter,H.G. Parry,400,173572,0316383708,"sci fi, fantasy & speculative fiction;family matters;rather long",2023
The Making of Another Major Motion Picture Masterpiece,"Tom Hanks, illustrated by R.Sikoryak",448,96979,052565559X,realistic fiction;staff picks;no biz like show biz;funny stuff,2023
"The Male Gazed: On Hunks, Heartthrobs, and What Pop Culture Taught Me About (Desiring) Men",Manuel Betancourt,208,730618,164622146X,nonfiction;biography & memoir;no biz like show biz;identity & culture;let’s talk about sex;rather short;staff picks,2023
"The Many Assassinations of Samir, the Seller of Dreams","Daniel Nayeri, illustrated by Daniel Miyares",224,92265,1646143035,historical fiction;kids’ books;funny stuff;tales from around the world,2023
The Migrant Chef: The Life and Times of Lalo García,Laura Tillman,256,894252,1324005777,nonfiction;biography & memoir;cookbooks & food;staff picks;identity & culture;tales from around the world,2023
"The Mona Lisa Vanishes: A Legendary Painter, a Shocking Heist, and the Birth of a Global Celebrity","Nicholas Day, illustrated by Brett Helquist",288,6993,0593643844,nonfiction;kids’ books;mysteries & thrillers;eye-opening reads;for art lovers;for history lovers,2023
The Museum of Failures,Thrity Umrigar,368,502143,164375355X,realistic fiction;staff picks;book club ideas;family matters;identity & culture;tales from around the world,2023
The New Earth,Jess Row,592,1909744,0062400630,realistic fiction;family matters;identity & culture;seriously great writing;rather long,2023
The Peacock and the Sparrow,I.S. Berry,320,128788,1982194545,mysteries & thrillers;staff picks;tales from around the world,2023
"The Porcelain Moon: A Novel of France, the Great War, and Forbidden Love",Janie Chang,352,916425,0063072866,historical fiction;staff picks;book club ideas;tales from around the world;love & romance,2023
The Postcard,"Anne Berest, translated by Tina Kover",464,62666,1609458389,historical fiction;staff picks;family matters;identity & culture;tales from around the world;rather long;book club ideas,2023
The Probability of Everything,Sarah Everett,336,80904,006325655X,kids’ books;family matters;identity & culture;science!;seriously great writing,2023
The Queen of Dirt Island,Donal Ryan,256,663270,0593652932,historical fiction;staff picks;book club ideas;family matters;tales from around the world;realistic fiction,2023
The Queer Film Guide: 100 great movies that tell LGBTQIA+ stories,"Kyle Turner, illustrated by Andy Warren",208,662270,1922754293,nonfiction;staff picks;no biz like show biz;identity & culture;rather short,2023
The Quickening: Creation and Community at the Ends of the Earth,Elizabeth Rush,424,508518,1571313966,nonfiction;biography & memoir;staff picks;book club ideas;eye-opening reads;family matters;science!;tales from around the world;rather long,2023
The Rachel Incident,Caroline O'Donoghue,304,197781,0593535707,realistic fiction;love & romance;staff picks;book club ideas;funny stuff;let’s talk about sex;tales from around the world,2023
The Rediscovery of America: Native Peoples and the Unmaking of U.S. History,Ned Blackhawk,616,52231,0300244053,nonfiction;eye-opening reads;the states we’re in;seriously great writing;staff picks;for history lovers;identity & culture,2023
